author,n.runs,index,n.cols,n.added,design.rank,cols,wlp,clear.2fi
Csw,64,19-13.5,19,13,5,"7,11,13,14,19,21,25,35,37,41,49,50,61","132,0,840",0
Csw,64,20-14.1,20,14,1,"7,11,13,14,19,21,22,35,37,38,57,58,60,63","125,256,480",0
Csw,64,20-14.2,20,14,2,"7,11,13,14,19,21,22,35,41,42,49,52,56,62","164,0,1208",0
Csw,64,20-14.3,20,14,3,"7,11,13,14,19,21,22,35,41,42,49,52,56,61","165,0,1200",0
Csw,64,20-14.4,20,14,4,"7,11,13,14,19,21,22,35,41,42,49,50,61,62","165,0,1200",0
Csw,64,20-14.5,20,14,5,"7,11,13,14,19,21,25,35,37,42,49,52,59,61","165,0,1200",0
Csw,64,21-15.1,21,15,1,"7,11,13,14,19,21,22,25,35,41,42,49,52,56,62","204,0,1680",0
Csw,64,21-15.2,21,15,2,"7,11,13,14,19,21,22,25,35,37,41,42,49,50,61","205,0,1672",0
Csw,64,21-15.3,21,15,3,"7,11,13,14,19,21,22,25,35,37,41,42,49,52,56","205,0,1672",0
Csw,64,21-15.4,21,15,4,"7,11,13,14,19,21,22,25,35,41,42,49,50,61,62","205,0,1672",0
Csw,64,21-15.5,21,15,5,"7,11,13,14,19,21,22,25,26,37,41,44,49,52,59","206,0,1666",0
Csw,64,22-16.1,22,16,1,"7,11,13,14,19,21,22,25,35,37,41,42,49,52,56,62","250,0,2304",0
Csw,64,22-16.2,22,16,2,"7,11,13,14,19,21,22,25,26,35,37,41,44,49,52,59","251,0,2296",0
Csw,64,22-16.3,22,16,3,"7,11,13,14,19,21,22,25,26,37,41,44,49,52,59,62","251,0,2296",0
Csw,64,22-16.4,22,16,4,"7,11,13,14,19,21,22,25,26,35,37,38,41,44,49,56","252,0,2288",0
Csw,64,22-16.5,22,16,5,"7,11,13,14,19,21,22,25,26,35,37,38,41,44,49,55","252,0,2289",0
Csw,64,23-17.1,23,17,1,"7,11,13,14,19,21,22,25,26,35,37,41,44,49,52,56,62","304,0,3105",0
Csw,64,23-17.2,23,17,2,"7,11,13,14,19,21,22,25,26,35,37,38,41,44,49,55,56","304,0,3105",0
Csw,64,23-17.3,23,17,3,"7,11,13,14,19,21,22,25,26,35,37,38,41,42,49,52,56","305,0,3096",0
Csw,64,23-17.4,23,17,4,"7,11,13,14,19,21,22,25,26,28,35,37,38,41,42,49,52","306,0,3089",0
Csw,64,23-17.5,23,17,5,"7,11,13,14,19,21,22,25,26,28,35,37,38,41,42,49,50","307,0,3080",0
Csw,64,24-18.1,24,18,1,"7,11,13,14,19,21,22,25,26,35,37,38,41,42,49,52,56,62","365,0,4138",0
Csw,64,24-18.2,24,18,2,"7,11,13,14,19,21,22,25,26,35,37,38,41,42,49,52,56,61","366,0,4128",0
Csw,64,24-18.3,24,18,3,"7,11,13,14,19,21,22,25,26,28,35,37,38,41,42,49,52,56","366,0,4129",0
Csw,64,24-18.4,24,18,4,"7,11,13,14,19,21,22,25,26,28,35,37,38,41,42,44,49,50","367,0,4120",0
Csw,64,24-18.5,24,18,5,"7,11,13,14,19,21,22,25,26,28,31,35,37,38,41,42,49,52","369,0,4106",0
Csw,64,25-19.1,25,19,1,"7,11,13,14,19,21,22,25,26,28,35,37,38,41,42,49,52,56,62","435,0,5440",0
Csw,64,25-19.2,25,19,2,"7,11,13,14,19,21,22,25,26,28,35,37,38,41,42,44,49,50,52","436,0,5430",0
Csw,64,25-19.3,25,19,3,"7,11,13,14,19,21,22,25,26,28,31,35,37,38,41,42,49,52,56","437,0,5422",0
Csw,64,25-19.4,25,19,4,"7,11,13,14,19,21,22,25,26,28,31,35,37,38,41,42,44,49,50","438,0,5412",0
Csw,64,25-19.5,25,19,5,"7,11,13,14,19,21,22,25,26,28,31,35,37,38,41,42,44,47,49","442,0,5376",0
Csw,64,26-20.1,26,20,1,"7,11,13,14,19,21,22,25,26,28,35,37,38,41,42,44,49,50,52,56","515,0,7062",0
Csw,64,26-20.2,26,20,2,"7,11,13,14,19,21,22,25,26,28,31,35,37,38,41,42,49,52,56,62","515,7063",0
Csw,64,26-20.3,26,20,3,"7,11,13,14,19,21,22,25,26,28,31,35,37,38,41,42,44,49,50,52","516,0,7052",0
Csw,64,26-20.4,26,20,4,"7,11,13,14,19,21,22,25,26,28,31,35,37,38,41,42,44,47,49,50","518,0,7032",0
Csw,64,27-21.1,27,21,1,"7,11,13,14,19,21,22,25,26,28,31,35,37,38,41,42,44,49,50,52,56","605,0,9075",0
Csw,64,27-21.2,27,21,2,"7,11,13,14,19,21,22,25,26,28,31,35,37,38,41,42,44,47,49,50,52","606,0,9064",0
Csw,64,28-22.1,28,22,1,"7,11,13,14,19,21,22,25,26,28,31,35,37,38,41,42,44,47,49,50,52,56","706,0,11548",0
Csw,64,28-22.2,28,22,2,"7,11,13,14,19,21,22,25,26,28,31,35,37,38,41,42,44,47,49,50,52,55","707,0,11536",0
Csw,64,29-23.1,29,23,1,"7,11,13,14,19,21,22,25,26,28,31,35,37,38,41,42,44,47,49,50,52,55,56","819,0,14560",0
Csw,64,30-24.1,30,24,1,"7,11,13,14,19,21,22,25,26,28,31,35,37,38,41,42,44,47,49,50,52,55,56,59","945,0,18200",0
Csw,64,31-25.1,31,25,1,"7,11,13,14,19,21,22,25,26,28,31,35,37,38,41,42,44,47,49,50,52,55,56,59,61","1085,0,22568",0
Csw,64,32-26.1,32,26,1,"7,11,13,14,19,21,22,25,26,28,31,35,37,38,41,42,44,47,49,50,52,55,56,59,61,62","1240,0,27776",0
Xu,1024,11-1.1,11,1,1,1023,"0,0,0,0,0,0",NA
Xu,1024,12-2.1,12,2,1,"127,911","0,0,0,0,3,0",NA
Xu,1024,13-3.1,13,3,1,"127,911,435","0,0,0,4,3,0",NA
Xu,1024,14-4.1,14,4,1,"127,911,435,725","0,0,0,8,7,0",NA
Xu,1024,15-5.1,15,5,1,"127,911,435,725,873","0,0,0,15,15",NA
Xu,1024,16-6.1,16,6,1,"127,911,435,725,873,158","0,0,6,25,15",NA
Xu,1024,17-7.1,17,7,1,"127,911,435,725,873,158,327","0,0,12,41",NA
Xu,1024,18-8.1,18,8,1,"127,911,435,725,873,158,327,490","0,0,19,66",NA
Xu,1024,19-9.1,19,9,1,"127,911,435,725,873,158,327,490,626","0,0,28,104",NA
Xu,1024,20-10.1,20,10,1,"127,911,435,725,873,158,327,490,626,697","0,0,40,160",NA
Xu,1024,21-11.1,21,11,1,"127,911,435,725,873,158,327,490,626,697,860","0,0,56,240",NA
Xu,1024,22-12.1,22,12,1,"127,911,435,725,873,158,327,490,626,697,860,932","0,0,77,352",NA
Xu,1024,23-13.1,23,13,1,"127,911,179,341,614,158,968,283,805,466,555,508,535","0,0,251,0",NA
Xu,1024,24-14.1,24,14,1,"127,911,179,341,614,158,790,440,964,625,995,234,334,589","0,0,336,0",NA
Xu,1024,25-15,25,15,1,,"0,22,336",NA
Xu,1024,26-16,26,16,1,"439,892,174,213,847,109,647,299,985,31,805,716,339,701,222,231","0,44,358",NA
Xu,1024,27-17,27,17,1,"415,892,174,631,901,107,94,493,295,716,314,527,793,697,940,605,586","0,68,392",NA
Xu,1024,28-18,28,18,1,"415,892,174,631,901,107,94,493,295,716,314,527,793,753,676,455,270,669","0,90,483",NA
Xu,1024,29-19,29,19,1,"638,1009,283,982,244,844,541,174,809,121,677,835,453,474,615,207,960,503,92","0,118,586",NA
Xu,1024,30-20,30,20,1,"998,127,433,861,527,714,681,286,299,908,376,220,242,135,975,763,189,610,836,938","0,152,703",NA
Xu,1024,31-21,31,21,1,"638,1009,283,982,244,844,541,174,809,121,677,835,453,670,54,401,169,621,778,390,957","0,189,863",NA
Xu,1024,32-22,32,22,1,,"0,231,1056",NA
Xu,1024,33-23,33,23,1,"979,877,351,1012,391,362,213,974,307,905,412,811,639,114,187,688,202,92,669,572,848,870,534","0,275,1287",NA
Xu,1024,35-25,35,25,1,,"10,365",NA
Xu,1024,38-28,38,28,1,"702,493,865,422,722,283,1002,405,251,953,47,1015,899,882,101,163,474,736,554,563,733,879,57,383,151,651,71,646","22,564",NA
Xu,1024,40-30,40,30,1,,"34,728",NA
Xu,1024,42-32,42,32,1,"859,757,227,557,914,124,988,463,214,678,488,939,154,46,423,1023,867,876,396,630,537,583,696,805,921,712,822,169,500,754,618,743","48,940",NA
Xu,1024,45-35,45,35,1,"830,967,428,475,220,182,601,844,654,703,519,298,636,353,29,969,929,565,918,875,111,725,755,624,307,456,399,832,792,805,386,506,366,62,1008","76,1344",NA
Xu,128,8-1.1,8,1,1,127,"0,0,0,0,1",NA
Xu,128,9-2.1,9,2,1,"31,103","0,0,3,0,0",NA
Xu,128,10-3.1,10,3,1,"31,103,43","0,3,3,1,0",NA
Xu,128,11-4.1,11,4,1,"31,103,43,85","0,6,6,2,1",NA
Xu,128,12-5.1,12,5,1,"31,103,43,85,121","1,8,12,8",NA
Xu,128,12-5.2,12,5,2,"31,103,43,85,44","1,10,10,5",NA
Xu,128,12-5.3,12,5,3,"31,103,43,85,46","1,10,11,4",NA
Xu,128,13-6.1,13,6,1,"31,103,43,85,44,86","2,16,18,10",NA
Xu,128,13-6.2,13,6,2,"31,103,43,85,46,61","2,16,20,8",NA
Xu,128,14-7.1,14,7,1,"31,103,43,85,46,61,114","3,24,36,16",NA
Xu,128,15-8.1,15,8,1,"31,103,43,85,46,61,114,67","7,32,52,40",NA
Xu,128,15-8.2,15,8,2,"31,103,43,85,44,86,88,53","7,34,46,42",NA
Xu,128,15-8.3,15,8,3,"31,103,43,85,46,61,114,13","7,38,44,28",NA
Xu,128,16-9.1,16,9,1,"31,103,43,85,44,86,88,53,110","10,48,72",NA
Xu,128,17-10.1,17,10,1,"31,103,43,85,46,61,114,67,78,116","15,60,130",NA
Xu,128,17-10.2,17,10,2,"31,103,43,85,46,61,114,67,78,55","15,66,110",NA
Xu,128,17-10.3,17,10,3,"31,103,43,85,44,86,88,53,38,58","15,68,106",NA
Xu,128,17-10.4,17,10,4,"31,103,43,85,46,61,114,67,13,55","15,72,102",NA
Xu,128,18-11.1,18,11,1,"31,103,43,85,46,61,114,67,78,116,121","20,80,200",NA
Xu,128,18-11.2,18,11,2,"31,103,43,85,46,61,114,67,78,55,58","20,92,160",NA
Xu,128,19-12.1,19,12,1,"31,103,43,85,46,61,114,67,78,55,58,86","27,120,235",NA
Xu,128,20-13.1,20,13,1,"31,103,43,85,46,61,114,67,78,55,58,86,91","36,152,340",NA
Xu,128,21-14.1,21,14,1,"31,103,43,85,44,82,54,56,88,78,123,125,104,25","51,200,414",NA
Xu,128,21-14.2,21,14,2,"31,103,43,85,44,86,88,53,38,58,79,83,110,124","51,202,400",NA
Xu,128,22-15.1,22,15,1,"31,103,43,85,44,86,88,53,78,58,83,97,28,104,114","65,248,572",NA
Xu,128,22-15.2,22,15,2,"31,103,43,85,44,82,54,56,88,78,123,125,104,25,112","65,256,552",NA
Xu,128,23-16.1,23,16,1,"31,103,43,85,44,82,54,56,88,78,123,125,104,25,112,49","83,316,744",NA
Xu,128,23-16.2,23,16,2,"31,103,43,85,44,86,88,53,38,58,79,83,110,124,97,104","83,318,734",NA
Xu,128,24-17.1,24,17,1,"31,103,43,85,44,86,88,53,110,19,28,57,67,98,100,26,105","102,384,992",NA
Xu,128,24-17.2,24,17,2,"31,103,43,85,44,86,88,53,38,58,79,83,110,124,97,104,114","102,394,985",NA
Xu,128,25-18.1,25,18,1,"31,103,43,85,44,86,88,53,38,58,79,83,110,124,97,104,114,123","124,482,1312",NA
Xu,128,26-19.1,26,19,1,"31,103,43,85,44,86,88,53,110,19,28,57,67,98,100,26,105,62,77","152,568,1704",NA
Xu,128,27-20.1,27,20,1,"31,103,43,85,44,86,88,53,110,19,28,57,67,98,100,26,105,62,77,112","180,690,2200",NA
Xu,128,28-21.1,28,21,1,"31,103,43,85,44,86,88,53,110,19,28,57,67,98,100,26,105,62,77,112,127","210,840,2800",NA
Xu,128,29-22.1,29,22,1,"31,103,43,85,44,86,88,53,110,19,28,57,67,98,100,26,105,62,77,112,127,124","266,945,3472",NA
Xu,128,30-23.1,30,23,1,"31,103,43,81,45,26,114,127,22,67,56,94,116,7,38,108,14,69,53,25,73,121,28","335,972,4662",NA
Xu,128,31-24.1,31,24,1,"31,103,43,81,45,26,114,127,22,67,56,94,116,7,38,108,14,69,53,25,73,121,28,91","391,1134,5826",NA
Xu,128,31-24.2,31,24,2,"31,103,43,81,45,26,114,127,22,67,56,94,116,7,38,108,14,69,53,25,73,121,28,51","391,1134,5827",NA
Xu,128,32-25.1,32,25,1,"31,103,43,81,45,26,114,127,22,67,56,94,116,7,38,108,14,69,53,25,73,121,28,51,97","452,1322,7219",NA
Xu,128,32-25.2,32,25,2,"31,103,43,81,45,26,114,127,22,67,56,94,116,7,38,108,14,69,53,25,73,121,28,91,51","452,1323,7218",NA
Xu,128,32-25.3,32,25,3,"31,103,43,81,45,26,114,127,22,67,56,94,116,7,38,108,14,69,53,25,73,121,28,51,62","452,1324,7219",NA
Xu,128,33-26.1,33,26,1,"31,103,43,81,45,26,114,127,22,67,56,94,116,7,38,108,14,69,53,25,73,121,28,51,97,70","518,1543,8863",NA
Xu,128,33-26.2,33,26,2,"31,103,43,81,45,26,114,127,22,67,56,94,116,7,38,108,14,69,53,25,73,121,28,91,51,62","518,1544,8863",NA
Xu,128,34-27.1,34,27,1,"31,103,43,81,45,26,114,127,22,67,56,94,116,7,38,108,14,69,53,25,73,121,28,51,97,70,79","589,1800",NA
Xu,128,34-27.2,34,27,2,"31,103,43,81,45,26,114,127,22,67,56,94,116,7,38,108,14,69,53,25,73,121,28,51,97,70,87","589,1801",NA
Xu,128,35-28.1,35,28,1,"31,103,43,81,45,26,114,127,22,67,56,94,116,7,38,108,14,69,53,25,73,121,28,51,97,70,79,93","665,2100",NA
Xu,128,35-28.2,35,28,2,"31,103,43,81,45,26,114,127,22,67,56,94,116,7,38,108,14,69,53,25,73,121,28,51,97,70,79,91","665,2101",NA
Xu,128,36-29.1,36,29,1,"31,103,43,81,45,26,114,127,22,67,56,94,116,7,38,108,14,69,53,25,73,121,28,51,97,70,79,93,62","756,2401",NA
Xu,128,37-30.1,37,30,1,"31,103,43,81,45,26,114,127,22,67,56,94,116,7,38,108,14,69,53,25,73,121,28,51,97,70,79,93,62,87","854,2744",NA
Xu,128,38-31.1,38,31,1,"31,103,43,81,45,26,114,127,22,67,56,94,116,7,38,108,14,69,53,25,73,121,28,51,97,70,79,93,62,87,88","959,3136",NA
Xu,128,39-32.1,39,32,1,"31,103,43,81,45,26,114,127,22,67,56,94,116,7,38,108,14,69,53,25,73,121,28,51,97,70,79,93,62,87,88,91","1071,3584",NA
Xu,128,40-33.1,40,33,1,"31,103,43,81,45,26,114,127,22,67,56,94,116,7,38,108,14,69,53,25,73,121,28,51,97,70,79,93,62,87,88,91,106","1190,4096",NA
Xu,2048,12-1.1,12,1,1,2047,"0,0,0,0,0,0",NA
Xu,2048,13-2.1,13,2,1,"255,1807","0,0,0,1,2,0",NA
Xu,2048,14-3.1,14,3,1,"127,911,1459","0,0,0,7,0,0",NA
Xu,2048,15-4.1,15,4,1,"127,911,1459,1749","0,0,0,15,0,0",NA
Xu,2048,16-5.1,16,5,1,"127,911,1459,1749,1897","0,0,0,30,0,0",NA
Xu,2048,17-6.1,17,6,1,"127,911,1459,1749,1897,470","0,0,16,30,0",NA
Xu,2048,18-7.1,18,7,1,"127,911,1459,1749,1897,470,739","0,0,32,46,0",NA
Xu,2048,19-8.1,19,8,1,"127,911,1459,1749,1897,470,739,826","0,0,52,78,0",NA
Xu,2048,20-9.1,20,9,1,"127,911,1459,1749,1897,470,739,826,1272","0,0,80,130",NA
Xu,2048,21-10.1,21,10,1,"127,911,1459,1749,1897,470,739,826,1272,1309","0,0,120,210",NA
Xu,2048,22-11.1,22,11,1,"127,911,1459,1749,1897,470,739,826,1272,1309,1614","0,0,176,330",NA
Xu,2048,23-12.1,23,12,1,"127,911,1459,1749,1897,470,739,826,1272,1309,1614,1956","0,0,253,506",NA
Xu,2048,24-13,24,13,1,,"0,85,272",NA
Xu,2048,25-14,25,14,1,,"0,119,336",NA
Xu,2048,26-15,26,15,1,,"0,166,416",NA
Xu,2048,27-16,27,16,1,"1646,1438,247,1748,1227,635,1807,494,1356,969,1964,854,2047,1299,1521,1378","0,230,512",NA
Xu,2048,28-17,28,17,1,"1946,1863,1001,1660,757,671,433,1361,626,254,1221,551,2004,1078,1549,397,1402","0,421,0",NA
Xu,2048,29-18,29,18,1,"1598,743,1931,1367,426,1473,696,1144,358,1754,1749,635,1797,1615,1858,1012,1500,179","0,537,0",NA
Xu,2048,30-19,30,19,1,"1646,823,1494,1693,109,682,968,1869,1243,1294,1330,1009,494,628,991,1872,376,1067,1453","0,677,0",NA
Xu,2048,31-20,31,20,1,"1722,379,935,1623,494,1426,223,527,1294,962,1670,637,1816,248,1081,1483,1500,1453,409,747","0,845,0",NA
Xu,2048,32-21,32,21,1,,"0,1048,0",NA
Xu,2048,33-22,33,22,1,,"0,1285,0",NA
Xu,2048,34-23,34,23,1,"743,954,1387,1524,1077,880,1417,2047,421,1001,214,790,1454,618,1082,1574,1709,1736,313,1474,731,654,913","0,1562,0",NA
Xu,2048,35-24,35,24,1,,"121,1069",NA
Xu,2048,40-29,40,29,1,"1822,1645,1012,1423,1187,555,1180,1137,2027,453,1990,151,1528,295,818,362,185,1321,1356,94,1607,1713,825,1394,1297,804,848,1198,243","331,2170",NA
Xu,2048,45-34,45,34,1,,"673,4493",NA
Xu,2048,47-36,47,36,1,"1243,995,381,1654,1993,1063,916,1888,1550,2002,1624,719,823,572,1180,689,1299,890,1342,183,1635,726,269,350,337,1254,1532,1080,1998,1352,1237,1978,1443,531,1701,306","846,5922",NA
Xu,256,9-1.1,9,1,1,255,"0,0,0,0,0,1",NA
Xu,256,10-2.1,10,2,1,"63,199","0,0,1,2,0,0",NA
Xu,256,11-3.1,11,3,1,"127,143,179","0,0,6,0,1,0",NA
Xu,256,12-4.1,12,4,1,"127,143,179,213","0,0,12,0,3",NA
Xu,256,13-5.1,13,5,1,"127,143,179,213,105","0,3,12,12",NA
Xu,256,14-6.1,14,6,1,"127,143,179,213,105,27","0,9,18,16",NA
Xu,256,15-7.1,15,7,1,"127,143,179,213,105,27,46","0,15,30,26",NA
Xu,256,16-8.1,16,8,1,"127,143,179,85,150,75,108,189","0,24,44,40",NA
Xu,256,17-9.1,17,9,1,"127,143,179,85,150,75,108,189,229","0,34,68,68",NA
Xu,256,18-10.1,18,10,1,"127,143,179,213,105,27,46,182,92,194","3,36,114",NA
Xu,256,18-10.2,18,10,2,"127,143,179,213,105,27,46,152,203,214","3,42,102",NA
Xu,256,18-10.3,18,10,3,"127,143,179,213,105,27,46,92,152,203","3,44,98",NA
Xu,256,18-10.4,18,10,4,"127,143,179,85,150,75,108,189,229,7","3,46,92",NA
Xu,256,18-10.5,18,10,5,"127,143,179,213,105,27,46,77,158,185","3,47,95",NA
Xu,256,18-10.6,18,10,6,"127,143,179,213,105,27,46,77,185,234","3,48,94",NA
Xu,256,18-10.7,18,10,7,"127,143,179,85,150,75,108,118,184,234","3,48,96",NA
Xu,256,18-10.8,18,10,8,"127,143,179,213,105,27,46,158,164,185","3,48,102",NA
Xu,256,19-11.1,19,11,1,"127,143,179,213,105,27,46,182,92,194,229","4,48,168",NA
Xu,256,19-11.2,19,11,2,"127,143,179,213,105,27,46,152,203,214,236","4,56,152",NA
Xu,256,19-11.3,19,11,3,"127,143,179,213,105,27,46,152,203,214,92","4,60,144",NA
Xu,256,19-11.4,19,11,4,"127,143,179,213,105,27,46,77,158,185,234","4,64,140",NA
Xu,256,19-11.5,19,11,5,"127,143,179,213,105,27,46,158,164,185,234","4,64,152",NA
Xu,256,20-12.1,20,12,1,"127,143,179,213,105,27,46,182,92,194,229,248","5,64,240",NA
Xu,256,20-12.2,20,12,2,"127,143,179,213,105,27,46,152,203,214,236,92","5,80,208",NA
Xu,256,21-13.1,21,13,1,"127,143,179,213,105,27,46,152,203,214,236,92,45","9,104,268",NA
Xu,256,22-14.1,22,14,1,"127,143,179,213,105,27,46,77,158,185,234,164,88,201","14,137,346",NA
Xu,256,23-15.1,23,15,1,"127,143,179,213,105,27,46,77,158,185,234,201,88,43,236","20,172,450",NA
Xu,256,24-16.1,24,16,1,"127,143,179,213,105,27,46,77,158,185,84,248,166,83,146,165","26,216,584",NA
Xu,256,25-17.1,25,17,1,"127,143,179,213,105,27,46,77,158,185,84,248,166,83,146,165,49","34,262,760",NA
Xu,256,25-17.2,25,17,2,"127,143,179,213,105,27,46,77,158,185,84,248,166,83,146,165,78","34,266,752",NA
Xu,256,26-18.1,26,18,1,"127,143,179,213,105,27,46,77,158,185,84,248,166,83,146,165,78,113","43,325,963",NA
Xu,256,26-18.2,26,18,2,"127,143,179,213,105,27,46,77,158,185,84,248,166,83,146,165,78,124","43,326,960",NA
Xu,256,27-19.1,27,19,1,"127,143,179,213,105,27,46,77,158,185,84,248,166,83,146,165,78,113,124","53,395,1224",NA
Xu,256,28-20.1,28,20,1,"127,143,179,213,105,27,46,77,158,185,84,248,166,83,146,165,78,113,124,228","64,476,1550",NA
Xu,256,29-21,29,21,1,"251,244,174,99,198,27,109,92,133,87,225,73,57,137,62,51,209,148,147,44,74","78,579",NA
Xu,256,30-22,30,22,1,,"93,672",NA
Xu,256,31-23,31,23,1,,"113,792",NA
Xu,256,32-24,32,24,1,,"133,932",NA
Xu,256,33-25,33,25,1,"239,179,188,101,149,63,75,226,121,223,216,30,25,204,182,45,142,228,53,71,118,93,115,167,176","153,1095",NA
Xu,256,34-26,34,26,1,,"176,1280",NA
Xu,256,35-27,35,27,1,,"200,1488",NA
Xu,256,36-28,36,28,1,"239,179,188,101,149,63,75,226,121,223,216,30,25,204,182,45,142,228,53,71,118,93,115,167,233,23,195,141","225,1728",NA
Xu,256,37-29,37,29,1,,"264,2004",NA
Xu,256,38-30,38,30,1,,"297,2304",NA
Xu,256,39-31,39,31,1,,"333,2632",NA
Xu,256,40-32,40,32,1,"253,230,115,186,45,89,156,240,107,62,236,55,95,153,215,146,120,57,200,222,21,134,182,212,168,207,67,101,251,138,15,161","370,3008",NA
Xu,256,41-33,41,33,1,"254,173,31,116,57,147,203,241,86,163,194,142,91,253,71,232,44,43,101,223,99,26,176,39,187,149,193,204,208,85,106,105,150","468,3134",NA
Xu,256,42-34,42,34,1,,"525,3516",NA
Xu,256,43-35,43,35,1,"247,61,91,240,30,143,106,195,86,252,79,54,210,108,180,85,101,232,201,47,177,206,138,113,56,19,174,187,250,173,41,249,151,235,126","598,3882",NA
Xu,256,44-36,44,36,1,"223,124,55,197,113,216,106,230,137,134,189,212,45,149,14,254,146,224,187,131,90,194,243,31,235,167,172,73,176,123,103,182,158,83,170,79","679,4032",NA
Xu,256,45-37,45,37,1,,"760,4792",NA
Xu,256,48-40,48,40,1,"254,179,199,232,153,53,15,102,88,229,171,127,210,201,148,69,41,249,227,54,219,244,81,84,59,76,174,206,141,30,196,107,19,60,114,186,191,167,247,239","1019,6648",NA
Xu,256,51-43,51,43,1,"254,55,79,227,154,106,60,133,109,216,113,191,46,203,156,251,118,230,184,167,69,83,43,182,30,73,233,84,196,179,76,221,164,215,162,50,245,242,134,13,193,21,153","1365,9100",NA
Xu,256,54-46,54,46,1,"253,230,79,55,156,85,108,62,154,233,176,196,159,174,123,67,248,149,137,219,227,254,200,74,239,199,244,114,147,185,224,205,193,234,247,210,167,241,206,150,13,70,92,25,73,41","1769,11152",NA
Xu,256,55-47,55,47,1,"254,47,121,227,180,114,170,223,178,59,103,233,177,151,236,53,25,239,141,165,124,193,224,104,78,56,28,134,127,85,196,22,77,131,62,247,152,199,19,75,208,202,230,251,191,90,31","1911,12240",NA
Xu,256,58-50,58,50,1,"254,107,143,61,216,30,180,211,138,95,196,104,46,185,50,102,251,27,168,101,49,124,146,237,122,21,203,194,76,171,156,193,166,227,131,191,67,73,165,214,241,199,221,81,242,7,119,56,121,186","2534,15120",NA
Xu,256,71-63,71,63,1,"251,94,199,117,232,89,58,173,55,139,21,103,134,133,247,179,77,140,227,27,67,41,170,145,107,84,148,252,206,97,211,161,181,230,208,218,201,87,229,127,108,214,146,194,164,61,221,120,167,115,152,98,159,176,74,35,70,22,46,49,185,242,52","6273,36014",NA
Xu,256,80-72,80,72,1,"251,94,199,117,232,89,58,173,55,139,21,103,134,133,247,179,77,140,227,27,67,41,170,145,107,84,148,252,206,97,211,161,181,230,208,218,201,87,229,127,108,214,146,194,164,61,221,120,167,115,152,98,159,176,74,35,70,22,46,49,185,242,196,82,28,190,118,15,241,37,239,52","10300,65536",NA
Xu,4096,13-1.1,13,1,1,4095,"0,0,0,0,0,0",NA
Xu,4096,14-2.1,14,2,1,"511,3615","0,0,0,0,2,1",NA
Xu,4096,15-3.1,15,3,1,"255,1807,2867","0,0,0,3,4,0",NA
Xu,4096,16-4.1,16,4,1,"255,1807,2867,3413","0,0,0,7,8,0",NA
Xu,4096,17-5.1,17,5,1,"255,1807,2867,3413,3734","0,0,0,14,16",NA
Xu,4096,18-6.1,18,6,1,"2047,2111,2503,2777,2922,3308","0,0,0,45,0",NA
Xu,4096,19-7.1,19,7,1,"2047,2111,2503,2777,2922,3308,2996","0,0,0,78,0",NA
Xu,4096,20-8.1,20,8,1,"2047,2111,2503,2777,2922,3308,2996,3441","0,0,0,130,0",NA
Xu,4096,21-9.1,21,9,1,"2047,2111,2503,2777,2922,3308,2996,3441,3482","0,0,0,210,0",NA
Xu,4096,22-10.1,22,10,1,"2047,2111,2503,2777,2922,3308,2996,3441,3482,3670","0,0,0,330,0",NA
Xu,4096,23-11.1,23,11,1,"2047,2111,2503,2777,2922,3308,2996,3441,3482,3670,3747","0,0,0,506,0",NA
Xu,4096,24-12.1,24,12,1,"2047,2111,2503,2777,2922,3308,2996,3441,3482,3670,3747,3853","0,0,0,759,0",NA
Xu,4096,25-13,25,13,1,"4031,3914,1657,2771,1507,2552,746,347,2913,3273,3186,2206,2693","0,15,196",NA
Xu,4096,26-14,26,14,1,,"0,36,249",NA
Xu,4096,27-15,27,15,1,"4031,3914,1657,2771,1507,2552,2841,2978,1675,1338,3249,2964,238,2125,3212","0,57,309",NA
Xu,4096,28-16,28,16,1,"4031,3429,471,889,3922,3289,303,3622,3459,3384,946,2385,2540,1721,2884,2700","0,90,396",NA
Xu,4096,29-17,29,17,1,"4031,3914,1657,2771,1507,2917,2552,2841,2978,1675,1338,350,742,3158,3533,1984,301","0,130,488",NA
Xu,4096,30-18,30,18,1,"4031,3914,1657,2771,1507,750,2552,3190,2841,1675,3249,3565,4048,3334,3649,2204,1428,3644","0,195,544",NA
Xu,4096,31-19,31,19,1,"4088,1231,3254,3427,4038,1883,1457,1587,3245,2961,3353,3700,2764,3819,3610,3404,957,2142,996","0,282,633",NA
Xu,4096,32-20,32,20,1,"3821,1522,1931,949,223,984,3726,2899,2077,2486,2706,3834,1918,2859,3205,3985,484,3611,3196,2360","0,402,448",NA
Xu,4096,35-23,35,23,1,"3511,890,2734,253,1623,3988,3166,1349,1955,2465,1657,913,671,2789,2119,973,3683,214,1981,2927,3652,1772,3964","0,856,0",NA
Xu,4096,40-28,40,28,1,,"0,2086,0",NA
Xu,4096,41-29,41,29,1,"3447,719,1438,2965,4076,1417,2874,2246,3373,823,2004,2497,744,2478,3506,2698,3647,701,3277,1082,1479,3172,3815,3947,997,3091,2356,2911,1952","0,2460,0",NA
Xu,4096,45-33,45,33,1,,"0,4490,0",NA
